2.13260514,2.13274769,2.13223619,2.13213644,2.13277649,2.13272946,2.13198151,2.13179562
2.13315204,2.13306513,2.13322093,2.13284201,2.13272164,2.13266738,2.13132886,2.13027654
2.13192566,2.13133820,2.13236715,2.13285301,2.13137844,2.13098213,2.13124201,2.13143223
2.13276109,2.13217851,2.13141366,2.13055735,2.13259452,2.13241593,2.13200627,2.13199623
2.13039641,2.13075724,2.13065331,2.13106366,2.13075567,2.13117701,2.13154300,2.13270504
2.13060981,2.13176690,2.13176849,2.13260337,2.13069795,2.13083944,2.13160651,2.13279504
