2.41282149,2.41142231,2.41282149,2.41171455,2.41152292,2.41153819,2.41128456
2.40800341,2.40590260,2.40800341,2.40469174,2.40471218,2.40468009,2.40462874
2.41282149,2.41142231,2.41282149,2.41171455,2.41152292,2.41153819,2.41128456
2.40696752,2.40725188,2.40696752,2.40681910,2.40713147,2.40816800,2.41146720
2.41603244,2.41645597,2.41603244,2.41805669,2.41876935,2.42205860,2.41870997
2.42948837,2.42982978,2.42948837,2.43016264,2.43083331,2.43172822,2.43518014
